game_id,name_jp,expansion,description_en,description_jp
173240,くだものあつめ,,"You are a monkey who run fruit farms. Plant seeds to grow your fruits and pick it for getting new farms. Easy-to-Learn family strategy game with a mancala mechanism plus some randomness.&#10;&#10;There are some differences between 1st and 2nd. Changed rules, added four Rain Cards and a Market Sheet.&#10;&#10;",あなたは果樹園を経営するサルです。あなたの果物を育てるために種を植えて、新しい農場を得るためにそれを選んでください。マンカラメカニズムとランダム性を備えた、習得しやすい家族戦略ゲーム。<br><br>1番目と2番目の間にはいくつかの違いがあります。ルールを変更し、4枚のレインカードとマーケットシートを追加しました。<br><br>
189155,フタリマチ,,"Futari Machi (&quot;Two people town&quot;) is a 2-player game of town development.&#10;&#10;You and your partner are assigned to do development planning for two towns that are separated by a river respectively.  Let&rsquo;s build colorful buildings and make a charming town to attract many residents to your own town.  For example, students like to have more entertainment areas and marathon runners desire longer roads.  A pair of twin babies may turn up in a town with excellent environment.&#10;&#10;The player who has gained the most residents is the winner.&#10;&#10;",フタリマチ（「二人の町」）は、町づくりの2人用ゲームです。<br><br>あなたとあなたのパートナーは、それぞれ川で隔てられた2つの町の開発計画を行うように割り当てられています。カラフルな建物を建てて、魅力的な街を作り、多くの住民を自分の街に引き付けましょう。たとえば、学生はより多くの娯楽エリアを持ちたいと考えており、マラソンランナーはより長い道路を望んでいます。双子の赤ちゃんのペアは、優れた環境の町に現れるかもしれません。<br><br>最も多くの居住者を獲得したプレーヤーが勝者です。<br><br>
220308,テラミスティカ：ガイアプロジェクト,,"Gaia Project is a new game in the line of Terra Mystica. As in the original Terra Mystica, fourteen different factions live on seven different kinds of planets, and each faction is bound to their own home planets, so to develop and grow, they must terraform neighboring planets into their home environments in competition with the other groups. In addition, Gaia planets can be used by all factions for colonization, and Transdimensional planets can be changed into Gaia planets.&#10;&#10;All factions can improve their skills in six different areas of development &mdash; Terraforming, Navigation, Artificial Intelligence, Gaiaforming, Economy, Research &mdash; leading to advanced technology and special bonuses. To do all of that, each group has special skills and abilities.&#10;&#10;The playing area is made of ten sectors, allowing a variable set-up and thus an even bigger replay value than its predecessor Terra Mystica. A two-player game is hosted on seven sectors.&#10;&#10;&mdash;description from the publisher&#10;&#10;",テラミスティカ：ガイアプロはTerraMysticaの新しいゲームです。オリジナルのテラミスティカと同様に、14の異なる派閥が7種類の惑星に住んでおり、各派閥はそれぞれの故郷の惑星にバインドされているため、他のグループと競争して、隣接する惑星を故郷の環境にテラフォーミングする必要があります。さらに、ガイアの惑星は植民地化のためにすべての派閥によって使用することができ、トランスディメンショナル惑星はガイアの惑星に変えることができます。<br><br>すべての派閥は、6つの異なる開発分野でスキルを向上させることができます。テラフォーミング、ナビゲーション、人工知能、ガイアフォーミング、経済、研究-高度な技術と特別なボーナスにつながります。そのすべてを行うために、各グループには特別なスキルと能力があります。<br><br>プレイエリアは10セクターで構成されているため、さまざまなセットアップが可能であり、以前のTerraMysticaよりもさらに大きなリプレイ値が得られます。二人ゲームは7つのセクターでホストされています。<br><br>&mdash;出版社からの説明<br><br>
485,オール・ザ・ウェイ・ホーム,,"Galloping Pigs is a cute little 'not-quite-a-children's-game' game where players are collecting points in the form of food.  Plastic pigs are placed on a track made from cards laid in a circle, and then players are given cards in the colors of the pigs.  Each turn, a player selects a card, and moves the corresponding pig one space forward.  If the space in front is occupied by another pig, then the moving pig 'leapfrogs' that, and this can continue until the pig takes the lead, which gives the active player a food card.  Play goes on like this until all cards for the round have been played, however in order to keep the food (points) you collect during a round, your final movement for the round must score some more food.&#10;&#10;Ages 6 and up&#10;&#10;",全・ザ・ウェイ・ホームは、プレイヤーが食べ物の形でポイントを集めている、かわいらしい小さな「子供向けではないゲーム」ゲームです。円を描くようにカードを並べて作ったトラックにプラスチックのブタを置き、ブタの色のカードをプレイヤーに渡します。毎ターン、プレイヤーはカードを選択し、対応するブタを1スペース前方に移動します。前のスペースが別のブタによって占められている場合、移動するブタはそれを「跳躍」し、これはブタが主導権を握るまで続く可能性があり、アクティブなプレーヤーにフードカードを与えます。ラウンドのすべてのカードがプレイされるまで、このようにプレイが続きますが、ラウンド中に収集した食料（ポイント）を維持するには、ラウンドの最終的な動きでさらに食料を獲得する必要があります。<br><br>6歳以上<br><br>
173090,ザ・ゲーム,,"Players in The Game try to discard all 98 cards in the deck onto four discard piles in order to win, but they need to do so in the right ways.&#10;&#10;Each player starts with 6-8 cards in their hand depending on the number of players, and four discard pile prompt cards are on the table: two showing &quot;1&quot; and an up arrow and two showing &quot;100&quot; and a down arrow. On a turn, a player must discard at least two cards from their hand onto one or more discard piles, with cards on the 1 piles being placed in ascending order and cards on the 100 piles being placed in descending order. One tricky aspect of the game is that you can play a card exactly 10 higher/lower than the top card of a discard pile even when you would normally have to play in a descending/ascending order, e.g., if a 100 discard pile is topped with an 87, you can play any card lower than 87 or you can play the 97.&#10;&#10;After a player finishes their turn, they refill their hand from the deck. During play, players cannot reveal exact numbers in their hands, but they can warn others not to play on certain discard piles or otherwise make play suggestions.&#10;&#10;Once the deck is emptied, players are required only to play at least one card on a turn. If you play all 98 cards, you win! If you get good, the rules suggest that you play at least three cards a turn to increase the challenge.&#10;&#10;",ザ・ゲームのプレイヤーは、勝つためにデッキ内の98枚のカードをすべて4つの捨て札パイルに捨てようとしますが、正しい方法でそうする必要があります。<br><br>各プレイヤーは、プレイヤーの数に応じて6〜8枚のカードを手札から始め、4枚の捨て札パイルプロンプトカードがテーブルにあります。2枚は「1」と上向き矢印を示し、2枚は「100」と下向き矢印を示します。ターンでは、プレイヤーは手札から少な​​くとも2枚のカードを1つ以上の捨て札パイルに捨てる必要があり、1枚の山のカードは昇順で配置され、100枚の山のカードは降順で配置されます。ゲームのトリッキーな側面の1つは、通常は降順/昇順でプレイする必要がある場合でも、たとえば100の捨て札パイルがトッピングされた場合でも、捨て札パイルの一番上のカードよりも正確に10高い/低いカードをプレイできることです。 87の場合、87未満のカードをプレイすることも、97をプレイすることもできます。<br><br>プレイヤーが自分のターンを終えた後、彼らはデッキから手を補充します。プレイ中、プレイヤーは自分の手札の正確な数字を明らかにすることはできませんが、特定の捨て札パイルでプレイしたり、プレイの提案をしたりしないように他の人に警告することはできます。<br><br>デッキが空になると、プレイヤーはターンで少なくとも1枚のカードをプレイするだけで済みます。 98枚すべてのカードをプレイすると勝ちます！うまくいけば、ルールでは、チャレンジを増やすために1ターンに少なくとも3枚のカードをプレイすることを提案しています。<br><br>
345283,ザ・ゲーム　オバケやしきのすうじのアクマ,,"THE GAME &#227;&#130;&#170;&#227;&#131;&#144;&#227;&#130;&#177;&#227;&#130;&#132;&#227;&#129;&#151;&#227;&#129;&#141;&#227;&#129;&#174;&#227;&#129;&#153;&#227;&#129;&#134;&#227;&#129;&#152;&#227;&#129;&#174;&#227;&#130;&#162;&#227;&#130;&#175;&#227;&#131;&#158; is a new incarnation of The Game where players struggle to seal away ghosts and other creatures lurking about a haunted mansion.&#226;&#128;&#168;&#226;&#128;&#168;&#10;&#10;The premise of the game is that players are naughty children who enter a haunted house and accidentally open a book that releases a host of demons. They must work to seal these escapees back into the book. However, the demons are actually Demons of Numbers and therefore the players cannot speak in numbers (or else be cursed and die).&#10;&#10;The basic gameplay is the same as The Game, where players work together to discard all cards into four piles depending on the UP/DOWN conditions of each pile. During their turn, players discard either a larger or smaller value card(s) as appropriate. Afterwards, players refill their hand.&#226;&#128;&#168;&#226;&#128;&#168;&#10;&#10;Players cannot share the numbers of the cards in their hand with other players but must find ways to collaborate in order to effectively place cards in the four piles so that all players can have zero cards in their hand at the end of the game.&#10;&#10;If there is an exact difference of 10 between the card a player discards and the last card in a pile, the player is free to play the card regardless of the UP/DOWN direction of the pile.&#226;&#128;&#168;&#226;&#128;&#168;&#10;&#10;In Demons of Numbers, there are also six types of effect cards (which are number cards with an effect written at the bottom): Reverse, Skip, Short, Draw 2, Silence, and Declaration of Death.&#10;&#10;There are three types of ending results for the game: Total victory, victory, and loss.&#10;&#10;--&#10;&#10;Additional Information:&#10;&#10;This all new game builds upon the original The Game with additional rules for a spookishly fresh gameplay experience.&#10;&#10;Unlike The Game Extreme which added rules to make gameplay even more challenging for players, Demons of Numbers offers a more interactive, conversational experience. The new design also allows for up to 6 players.&#10;&#10;Familiar &ldquo;effects&rdquo; are added to the game to give it a more UNO-esque familiarity. In fact, these changes have earned this version of the game the nickname &ldquo;The Game Junior&rdquo; by the original publisher.&#10;&#10;The increased player number, new rules, and random events make it more difficult for players to find a repeatable pattern to beat the game and result in a making Demons of Numbers more of a &ldquo;party game&rdquo; for all ages and for gamers and non-gamers alike.&#10;&#10;The designer, 326, felt that the original The Game had a title that was really not ideally optimized for easy internet searches, as well as artwork that would make it for children to convince their parents to purchase the game for them. He wanted to take a new approach and was able to find a willing partner in Arclight Games.&#10;&#10;Illustrations are also by 326.&#10;&#10;",THE GAMEã‚ªãƒã‚±ã‚„ã—ãã®ã™ã†ã˜ã®ã‚¢ã‚¯ãƒžはゲームの新しい化身ですプレイヤーが幽霊屋敷の周りに潜んでいる幽霊や他の生き物を封印するのに苦労しているところ。<br><br>ゲームの前提は、プレイヤーがお化け屋敷に入って、誤って多数の悪魔を解放する本を開いたいたずらな子供であるということです。彼らはこれらの逃亡者を本に封印するために働かなければなりません。ただし、悪魔は実際には数字の悪魔であるため、プレイヤーは数字で話すことはできません（または呪われて死ぬことはできません）。<br><br>基本的なゲームプレイはゲームと同じで、プレイヤーは各パイルのUP / DOWN条件に応じて、すべてのカードを4つのパイルに捨てるために協力します。プレイヤーは自分のターン中に、必要に応じて、より大きなまたはより小さなバリューカードを破棄します。その後、プレイヤーは手を補充します。â€¨â€¨<br><br>プレイヤーは手札のカードの数を他のプレイヤーと共有することはできませんが、ゲームの終了時にすべてのプレイヤーが手札をゼロにすることができるように、カードを4つの山に効果的に配置するために協力する方法を見つける必要があります。<br><br>プレイヤーが捨てるカードとパイルの最後のカードの間に正確な差が10の場合、プレイヤーはパイルの上下方向に関係なくカードを自由にプレイできます。<br><br>数字の悪魔には、6種類の効果カード（下部に効果が書かれた数字カード）もあります：リバース、スキップ、ショート、ドロー2、沈黙、そして死の宣言。<br><br>ゲームの終了結果には、総勝利、勝利、敗北の3種類があります。<br><br> - <br><br>追加情報：<br><br>このまったく新しいゲームは、不気味に新鮮なゲームプレイ体験のための追加のルールを備えたオリジナルのゲームに基づいています。<br><br>ゲームプレイをプレイヤーにとってさらに挑戦的なものにするルールを追加したGameExtremeとは異なり、DemonsofNumbersはよりインタラクティブで会話的な体験を提供します。新しいデザインでは、最大6人のプレーヤーも使用できます。<br><br>おなじみの&ldquo;効果&rdquo;ゲームに追加されて、よりUNO風の親しみやすさを提供します。実際、これらの変更により、このバージョンのゲームには「ゲームジュニア」というニックネームが付けられました。元の発行元による。<br><br>プレイヤー数の増加、新しいルール、ランダムなイベントにより、プレイヤーがゲームに勝つための繰り返し可能なパターンを見つけることがより困難になり、その結果、DemonsofNumbersがより「パーティーゲーム」になります。すべての年齢層、ゲーマーと非ゲーマーの両方に。<br><br>デザイナーの326は、オリジナルのThe Gameには、インターネット検索を簡単にするために理想的に最適化されていないタイトルと、子供たちが両親にゲームを購入するように説得できるアートワークがあると感じました。彼は新しいアプローチを取りたかったので、ArclightGamesで喜んでパートナーを見つけることができました。<br><br>イラストも326によるものです。<br><br>
236461,ザ・ゲーム：フェイス・トゥ・フェイス,,"The Game: Face to Face features gameplay similar to The Game with players laying down cards from their hand in ascending and descending piles, but now the game is limited to two players who are competing to get rid of their cards first. You want to win on your own, but to advance, you must inevitably help your opponent...&#10;&#10;On your turn, you&rsquo;ll play at least 2 cards from your hand of 6. The twist comes from where you can play them. Of course, your own ascending and descending piles are fair game and follow the normal rules of The Game.&#10; But exactly once per turn, you can play a card on one of your opponent&rsquo;s piles, breaking all rules. This ultimately helps them out, as it pushes whatever pile you played on away from its upper limit.&#10;&#10;",ザ・ゲームフェイス・トゥ・フェイスは、プレイヤーが手札からカードを昇順と降順で並べるゲームに似たゲームプレイを特徴としていますが、現在、ゲームは最初にカードを取り除くために競争している2人のプレイヤーに制限されています。あなたは自分で勝ちたいのですが、前進するには必然的に相手を助けなければなりません...<br><br>あなたのターンでは、6枚の手札から少な​​くとも2枚のカードをプレイします。ひねりはあなたがそれらをプレイできる場所から来ます。もちろん、あなた自身の昇順と降順の山は公正なゲームであり、ゲームの通常のルールに従います。<br> しかし、1ターンに1回だけ、対戦相手の山の1つでカードをプレイして、すべてのルールを破ることができます。これは、あなたがプレイしたパイルを上限から遠ざけるので、最終的に彼らを助けます。<br><br>
296512,ザ・ゲーム　クイック＆イージー,,"Play a card, draw a card &mdash; that couldn't be easier, right?&#10;&#10;Don't be fooled, though, because even though the title claims this game is quick and easy, The Game: Quick &amp; Easy will not be easy to defeat. You can do so only as a real team! In more detail, to win you must play all fifty cards in the deck on the two discard piles. The deck consists of fifty cards, with cards coming in five colors numbered 1-10 in each color. Each player has a hand of two cards.&#10;&#10;On a turn, you play one or two cards onto one or both of the two discard piles. On one pile, you must play a higher card that whatever the top card is, and on the other, you must play a lower card. The exception is that you can play any card on a discard pile if it's the same color as the current top card. Thus, on the ascending discard pile the cards played might be blue 1, red 2, gray 4, yellow 6, yellow 2 &mdash; and that drop down gives you breathing room in which to play more cards.&#10;&#10;You can't reveal the specific numbers you have in hand, but you can say things like, &quot;I have a high yellow card.&quot; In the &quot;professional&quot; version of the game, you must play exactly one card each turn (even if you want to play two), and you can reveal only the color of cards in your hand and on which stack you want to play.&#10;&#10;",カードをプレイし、カードを引く-それは簡単なことではありませんよね？<br><br>だまされてはいけません。タイトルにこのゲームはすばやく簡単だと書かれていても、The Game：Quick&Easyを倒すのは簡単ではありません。あなたは本当のチームとしてのみそうすることができます！より詳細には、勝つためには、デッキの50枚すべてのカードを2つの捨て札パイルでプレイする必要があります。デッキは50枚のカードで構成されており、各色に1〜10の番号が付けられた5色のカードがあります。各プレイヤーは2枚のカードの手札を持っています。<br><br>ターンで、あなたは1枚か2枚のカードを2枚の捨て札の山の一方または両方でプレイします。一方の山では、一番上のカードが何であれ、より高いカードをプレイする必要があり、もう一方の山では、より低いカードをプレイする必要があります。例外は、それが現在の一番上のカードと同じ色である場合、あなたは捨て札の山でどんなカードでもプレイできるということです。したがって、昇順の捨て札パイルでプレイされるカードは、青1、赤2、灰色4、黄6、黄2である可能性があります。そしてそのドロップダウンはあなたにもっと多くのカードをプレイするための呼吸の余地を与えます。<br><br>手持ちの特定の番号を明らかにすることはできませんが、「私は高いイエローカードを持っています」などと言うことができます。ゲームの「プロフェッショナル」バージョンでは、各ターンに正確に1枚のカードをプレイする必要があり（2枚プレイしたい場合でも）、手札のカードの色とプレイしたいスタックのみを表示できます。<br><br>
209924,ちんあなごっこ,,"Players are the Spotted garden eel hunters! Let&rsquo;s take garden eels! And open the top of the Garden Eel museum!&#10;Players will be helped by hunters of the Rabit, the Kappa or Mr. Otter. They will take many garden eels.&#10;However the watchman will save the sea from hunters. Additionally, the sharks at the deep sea are searching garden eels!&#10;&#10;Escape from them, and take many garden eels!&#10;&#10;Each player have three animal cards of the Rabit, Kappa and Mr. Otter as hunters.&#10;Each player selects one of them, and put it with face down.&#10;The watchman player selects one of animal cards on the table.&#10;&#10;Then, players open the card at the same time.&#10;If there is no watchman, the player can take the Garden eel card. The cards are placed below the animals on the table.&#10;&#10;The garden eel is drawn zero to six. They are points. But sometimes a shark icon is also drawn.&#10;So the next card is flipped out to poos. So it's minus points.&#10;&#10;When two line is out, the game is end.&#10;The winner is the player with most points.&#10;&#10;Description in Japanese:&#10;&#10;&#227;&#129;&#191;&#227;&#129;&#170;&#227;&#129;&#149;&#227;&#130;&#147;&#227;&#129;&#175;&#227;&#131;&#129;&#227;&#131;&#179;&#227;&#130;&#162;&#227;&#131;&#138;&#227;&#130;&#180;&#227;&#129;&#174;&#227;&#131;&#143;&#227;&#131;&#179;&#227;&#130;&#191;&#227;&#131;&#188;&#227;&#129;&#167;&#227;&#129;&#153;&#227;&#128;&#130;&#10;&#230;&#181;&#183;&#229;&#186;&#149;&#227;&#129;&#139;&#227;&#130;&#137;&#231;&#180;&#160;&#230;&#149;&#181;&#227;&#129;&#170;&#227;&#131;&#129;&#227;&#131;&#179;&#227;&#130;&#162;&#227;&#131;&#138;&#227;&#130;&#180;&#227;&#129;&#174;&#227;&#129;&#170;&#227;&#129;&#139;&#227;&#129;&#190;&#227;&#129;&#159;&#227;&#129;&#161;&#227;&#130;&#146;&#227;&#129;&#164;&#227;&#129;&#139;&#227;&#129;&#190;&#227;&#129;&#136;&#227;&#129;&#166;&#228;&#184;&#150;&#231;&#149;&#140;&#228;&#184;&#128;&#227;&#129;&#174;&#227;&#131;&#129;&#227;&#131;&#179;&#227;&#130;&#162;&#227;&#131;&#138;&#227;&#130;&#180;&#230;&#176;&#180;&#230;&#151;&#143;&#233;&#164;&#168;&#227;&#130;&#146;&#227;&#129;&#164;&#227;&#129;&#143;&#227;&#130;&#138;&#227;&#129;&#190;&#227;&#129;&#151;&#227;&#130;&#135;&#227;&#129;&#134;&#226;&#152;&#133;&#10;&#227;&#129;&#134;&#227;&#129;&#149;&#227;&#129;&#142;&#227;&#131;&#187;&#227;&#130;&#171;&#227;&#131;&#131;&#227;&#131;&#145;&#227;&#131;&#187;&#227;&#130;&#171;&#227;&#131;&#175;&#227;&#130;&#166;&#227;&#130;&#189;&#227;&#129;&#149;&#227;&#130;&#147;&#227;&#129;&#174;&#229;&#138;&#155;&#227;&#130;&#146;&#229;&#128;&#159;&#227;&#130;&#138;&#227;&#129;&#166;&#227;&#129;&#159;&#227;&#129;&#143;&#227;&#129;&#149;&#227;&#130;&#147;&#227;&#131;&#129;&#227;&#131;&#179;&#227;&#130;&#162;&#227;&#131;&#138;&#227;&#130;&#180;&#227;&#130;&#146;&#227;&#129;&#164;&#227;&#129;&#139;&#227;&#129;&#190;&#227;&#129;&#136;&#227;&#129;&#190;&#227;&#129;&#151;&#227;&#130;&#135;&#227;&#129;&#134;&#239;&#188;&#129;&#10;&#227;&#129;&#167;&#227;&#130;&#130;&#227;&#128;&#129;&#227;&#129;&#134;&#227;&#129;&#191;&#227;&#129;&#174;&#231;&#155;&#163;&#232;&#166;&#150;&#229;&#147;&#161;&#227;&#129;&#171;&#232;&#166;&#139;&#227;&#129;&#164;&#227;&#129;&#139;&#227;&#129;&#163;&#227;&#129;&#166;&#227;&#129;&#151;&#227;&#129;&#190;&#227;&#130;&#143;&#227;&#129;&#170;&#227;&#129;&#132;&#227;&#130;&#136;&#227;&#129;&#134;&#227;&#129;&#171;&#230;&#179;&#168;&#230;&#132;&#143;&#227;&#129;&#151;&#227;&#129;&#170;&#227;&#129;&#132;&#227;&#129;&#168;&#227;&#129;&#132;&#227;&#129;&#145;&#227;&#129;&#190;&#227;&#129;&#155;&#227;&#130;&#147;&#227;&#128;&#130;&#10;&#230;&#178;&#185;&#230;&#150;&#173;&#227;&#129;&#151;&#227;&#129;&#166;&#227;&#129;&#132;&#227;&#130;&#139;&#227;&#129;&#168;&#227;&#128;&#129;&#230;&#181;&#183;&#229;&#186;&#149;&#227;&#129;&#167;&#227;&#129;&#175;&#227;&#129;&#147;&#227;&#130;&#143;&#227;&#131;&#188;&#227;&#129;&#132;&#227;&#130;&#181;&#227;&#131;&#161;&#227;&#129;&#140;&#227;&#129;&#130;&#227;&#129;&#170;&#227;&#129;&#159;&#227;&#129;&#174;&#227;&#131;&#129;&#227;&#131;&#179;&#227;&#130;&#162;&#227;&#131;&#138;&#227;&#130;&#180;&#227;&#130;&#146;&#231;&#139;&#153;&#227;&#129;&#163;&#227;&#129;&#166;&#227;&#129;&#132;&#227;&#129;&#190;&#227;&#129;&#153;&#227;&#130;&#136;&#239;&#188;&#159;&#10;&#10;",プレイヤーはチンアナゴハンターです！アナゴを食べましょう！そして、ガーデンイール博物館の上部を開きます！<br>プレイヤーは、ラビット、カッパ、またはカワウソのハンターによって助けられます。彼らは多くのアナゴを連れて行きます。<br>しかし、警備員はハンターから海を救うでしょう。また、深海のサメがアナゴを探しています！<br><br>それらから脱出し、たくさんのアナゴを連れて行ってください！<br><br>各プレイヤーは、ハンターとして、ラビット、カッパ、カワウソの3枚の動物カードを持っています。<br>各プレイヤーはそれらの1つを選び、それを裏向きにして置きます。<br>ウォッチマンプレイヤーは、テーブル上の動物カードの1つを選択します。<br><br>次に、プレイヤーは同時にカードを開きます。<br>警備員がいない場合、プレイヤーはガーデンウナギカードを取ることができます。カードはテーブルの動物の下に置かれます。<br><br>庭のウナギは0から6まで描かれています。ポイントです。しかし、サメのアイコンが描かれることもあります。<br>したがって、次のカードはpoosに反転されます。つまり、マイナスポイントです。<br><br>2つのラインがなくなると、ゲームは終了します。<br>勝者は、最も多くのポイントを獲得したプレーヤーです。<br><br>日本語での説明：<br><br>ã¿ãªã•ã‚“ã¯ãƒãƒ³ã‚¢ãƒŠã‚´ã®ãƒãƒ³ã‚¿ãƒ¼ã§ã™ã€、<br>æµ・åº•ã‹ã‚‰ç´æ•µãªãƒãƒ³ã‚¢ãƒŠã‚´ã®ãªã‹ã¾ãŸã¡ã‚’ã ¤ã‹ã¾ãˆã¦ä¸–ç•Œä¸€ã®ãƒãƒ³ã‚¢ãƒŠã‚´æ°´æ—é¤¨ã、 ’ã¤ãã‚Šã¾ã—ã‚‡ã†â˜<br>ã†ã•ãŽãƒ»ã‚«ãƒƒãƒ‘ãƒ»ã‚«ãƒ¯ã‚¦ã‚½ã•ã‚“ã®åŠ›ã‚’ å€Ÿã‚Šã¦ãŸãã•ã‚“ãƒãƒ³ã‚¢ãƒŠã‚´ã‚’ã¤ã‹ã¾ãˆã ¾ã—ã‚‡ã†ï¼<br>ã§ã‚‚ã€ã†ã¿ã®ç›£è¦–å“¡ã«è¦ ‹ã¤ã‹ã£ã¦ã—ã ¾ã‚ãªã„ã‚ˆã†ã«æ³¨æ„ã—ãªã„ã¨ã„ã‘ã¾ã›ã‚“ã€、<br>æ²¹æ–ã—ã¦ã„ã‚‹ã¨ã€æµ・åº•ã§ã¯ã“ã、ãƒ¼ã„ã‚µãƒ¡ãŒã 、ãªãŸã®ãƒãƒ³ã‚¢ãƒŠã‚´ã‚’ç ‹™ã£ã¦ã„ã¾ã™ã‚ˆï¼Ÿ<br><br>
226013,ガイスター,,"Welcome to the ghost competition at the old turret clock! As they do every night, the ghosts are coming together to play their fun game on the clock. When the clock strikes midnight, the clock arm will start moving. Left, right, left, right, there's something wrong with the clock! The players need to place their ghosts on the wicked clock, but the clock arm will try to swipe the ghosts off the clock. Once the arm stops, the round is over and each player counts, how many of his ghosts could hang on to the clock. Whoever has the most, wins the round and gets to place one of the ghosts on to the winner podium. The first player to win three rounds will be the new champion - but only for one day, when the challenge will start again!&#10;&#10;",古いタレットクロックでのゴーストコンペティションへようこそ！彼らが毎晩行うように、幽霊は時計で彼らの楽しいゲームをするために集まっています。時計が真夜中を打つと、時計のアームが動き始めます。左、右、左、右、時計に何か問題があります！プレイヤーは邪悪な時計に幽霊を置く必要がありますが、時計の腕は幽霊を時計からスワイプしようとします。腕が止まると、ラウンドは終了し、各プレーヤーは、彼の幽霊の何人が時計にとどまることができるかを数えます。最も多くを持っている人は誰でも、ラウンドに勝ち、ゴーストの1人を勝者の表彰台に置くことができます。 3ラウンドに勝った最初のプレーヤーが新しいチャンピオンになりますが、チャレンジが再開されるのは1日だけです。<br><br>
30539,ゲットビット！,,"&quot;You don't have to be faster than the shark, just faster than your friends!&quot;&#10;&#10;Get Bit! is a card game where players are competing to stay alive as the others are being eaten by the shark.&#10;&#10;The order of the swimmers is determined by simultaneously playing cards face-down then revealing the values. The number on each player's card determines position in line (higher numbers in front, lower numbers in back), however ties don't move.  The swimmer at the back loses a limb to the shark and is flung to the front of the line! The process is repeated until only two swimmers remain on the table. When this happens, the swimmer at the front of the line wins the game!&#10;&#10;",「サメより速くする必要はありません。友達より速くするだけです！」<br><br>ゲットビットは、他のプレイヤーがサメに食べられている間、プレイヤーが生き続けるために競うカードゲームです。<br><br>スイマーの順番は、カードを裏向きに同時にプレイし、次に値を明らかにすることによって決定されます。各プレイヤーのカードの数字が列の位置を決定します（前の数字が大きいほど、後ろの数字が小さい）が、タイは動きません。後ろのスイマーはサメに手足を失い、ラインの前に投げ出されます！このプロセスは、2人のスイマーだけがテーブルに残るまで繰り返されます。これが起こると、最前線のスイマーがゲームに勝ちます！<br><br>
83195,おばけキャッチ,,"Balduin, the house ghost, found an old camera in the castle cellar. Immediately he photographed everything that he loves to make disappear when he is haunting&thinsp; &ndash; including himself, of course. Unfortunately, the enchanted camera takes many photos in the wrong colors. Sometimes the green bottle is white, at other times it's blue. Looking at the photos, Balduin doesn't really remember any more what he wanted to make disappear next. Can you help him with his haunting and quickly name the right item, or even make it disappear by yourself? If you grab the right items quickly, you have a good chance of winning...&#10;&#10;The lightning fast shape and color recognition game that is sure to test the reflexes of kids, families and gamers alike. In Ghost Blitz, five wooden items sit on the table waiting to be caught: a white ghost, a green bottle, a cute grey mouse, a blue book, and a comfortable red chair. Each card in the deck shows pictures of two objects, with one or both objects colored the wrong way. With all players playing at the same time, someone reveals a card, then players grab for the &quot;right&quot; object &ndash; but which object is right?&#10;&#10;&#10;    If one object is colored correctly &ndash; say, a green bottle and a red mouse &ndash; then players need to grab that correctly colored object.&#10;&#10;&#10;&#10;    If both objects are colored incorrectly &ndash; say, a green ghost and a red mouse &ndash; then you look for the object and color not represented among the four details shown. In this case you see green, red, ghost and mouse, so players need to grab the blue book.&#10;&#10;&#10;The first player to grab the correct object keeps the card, then reveals the next card from the deck. If a player grabs the wrong object, she must discard one card previously collected. Once the card deck runs out, the game ends and whoever has collected the most cards wins!&#10;&#10;Reimplements:&#10;&#10;    Knapp daneben, released in 2004 by HABA.&#10;&#10;&#10;",家の幽霊であるバルドゥインは、城の地下​​室で古いカメラを見つけました。すぐに彼は、彼が出没しているときに消えるようにするのが大好きなすべてのものを写真に撮りました。 &ndash;もちろん、彼自身を含みます。残念ながら、エンチャントされているカメラは間違った色で多くの写真を撮ります。緑のボトルが白の場合もあれば、青の場合もあります。写真を見ると、バルドゥインは次に何を消したかを本当に覚えていません。あなたは彼の出没を手伝って、すぐに正しいアイテムに名前を付けることができますか、それとも自分でそれを消すことができますか？適切なアイテムをすばやく手に入れれば、勝つ可能性が高くなります...<br><br>子供、家族、ゲーマーの反射神経を同様にテストすること間違いなしの超高速の形状と色認識ゲーム。おばけ蝶では、白い幽霊、緑の瓶、かわいい灰色のネズミ、青い本、そして快適な赤い椅子の5つの木製のアイテムがテーブルに座って捕まえられるのを待っています。デッキの各カードには、2つのオブジェクトの写真が表示され、一方または両方のオブジェクトの色が間違っています。すべてのプレイヤーが同時にプレイしている状態で、誰かがカードを公開し、プレイヤーは「正しい」オブジェクトをつかみます。しかし、どのオブジェクトが正しいですか？<br><br><br>    1つのオブジェクトが正しく色付けされている場合&ndash;たとえば、緑色のボトルと赤いマウス&ndash;次に、プレイヤーはその正しく色付けされたオブジェクトをつかむ必要があります。<br><br><br><br>    両方のオブジェクトの色が正しくない場合&ndash;たとえば、緑の幽霊と赤いマウス&ndash;次に、表示されている4つの詳細の中から表現されていないオブジェクトと色を探します。この場合、緑、赤、ゴースト、マウスが表示されるため、プレーヤーは青い本を手に入れる必要があります。<br><br><br>正しいオブジェクトを最初につかんだプレイヤーはカードを保持し、次にデッキから次のカードを公開します。プレイヤーが間違ったオブジェクトをつかんだ場合、以前に収集したカードを1枚破棄する必要があります。カードデッキがなくなると、ゲームは終了し、最も多くのカードを集めた人が勝ちます！<br><br>再実装：<br><br>    2004年にHABAからリリースされたKnappdaneben。<br><br><br>
